Year,New Or Old,Address,Production Origin,Color,Car Gearbox,Used (kilomet),Company,Fuel Type,Machine Capacity (L) Random,Price
2015, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 80000, Ford, máy dầu, 3.2, 715 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 60000, Mazda, máy xăng, 2.5, 799 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Mitsubishi, máy dầu, 2.4, 650 Triệu
2017, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 41000, Ford, máy xăng, 2.3, 1 Tỷ 390 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xám, số tự động, 0, VinFast, xe điện, 0.2, 1 Tỷ 193 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu bạc, số tự động, 0, Hyundai, máy xăng, 1.5, 730 Triệu
2020, Xe cũ, Long An, Xe lắp ráp trong nước, màu đỏ, số tay, 11000, Kia, máy xăng, 2.0, 516 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu bạc, số tự động, 0, Toyota, máy dầu, 2.4, 1 Tỷ 30 Triệu
2013, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xám, số tự động, 68000, Kia, máy xăng, 2.0, 365 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 569 Triệu
2017, Xe cũ, Khánh Hòa, Xe lắp ráp trong nước, màu đen, số tự động, 39588, Mercedes, máy xăng, 2.0, 1 Tỷ 90 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 23000, Mazda, máy xăng, 2.0, 765 Triệu
2004, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu ghi, số tay, 120000, Toyota, máy xăng, 4.5, 439 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 70000, Honda, máy xăng, 2.4, 715 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 8000, Toyota, máy xăng, 2.5, 1 Tỷ 255 Triệu
2017, Xe cũ, Vĩnh Phúc, Xe lắp ráp trong nước, màu đỏ, số tự động, 50000, Mazda, máy xăng, 1.5, 535 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.8, 830 Triệu
2018, Xe cũ, Vĩnh Phúc, Xe lắp ráp trong nước, màu trắng, số tay, 50000, Hyundai, máy xăng, 1.6, 435 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Kia, máy xăng, 1.6, 674 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 8000, Honda, máy xăng, 1.5, 955 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu kem, số tự động, 47000, Kia, máy xăng, 1.0, 258 Triệu
2011, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 67899, Lexus, máy xăng, 3.5, 1 Tỷ 250 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 158 Triệu
2014, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 80000, Mercedes, máy xăng, 3.0, 2 Tỷ 150 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 67000, Mercedes, máy xăng, 3.0, 2 Tỷ 650 Triệu
2011, Xe cũ, TP HCM, Xe nhập khẩu, màu vàng, số tự động, 78000, Lexus, máy xăng, 4.6, 2 Tỷ 180 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 40000, Mercedes, máy xăng, 2.0, 950 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu bạc, số tự động, 0, Isuzu, máy dầu, 1.9, 880 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 11000, VinFast, máy xăng, 2.0, 795 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 26000, Toyota, máy xăng, 2.5, 1 Tỷ 245 Triệu
2018, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 32000, Hyundai, máy xăng, 1.6, 820 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tay, 0, Toyota, máy xăng, 1.5, 448 Triệu
2013, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 28000, LandRover, máy xăng, 2.0, 1 Tỷ 250 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu cát, số tự động, 0, Kia, máy xăng, 1.4, 444 Triệu
2018, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 60000, Ford, máy dầu, 2.0, 835 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 2.0, 1 Tỷ 170 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.4, 474 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 8000, Mercedes, máy xăng, 3.0, 4 Tỷ 600 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Ford, máy dầu, 2.2, 662 Triệu
2014, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 50000, LandRover, máy xăng, 3.0, 3 Tỷ 980 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 30000, LandRover, máy xăng, 5.0, 7 Tỷ 650 Triệu
2021, Xe mới, Vĩnh Phúc, Xe lắp ráp trong nước, màu đen, số tự động, 0, Toyota, máy xăng, 1.8, 733 Triệu
2020, Xe cũ, Phú Thọ, Xe lắp ráp trong nước, màu trắng, số tự động, 12000, Hyundai, máy dầu, 2.0, 950 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy dầu, 2.2, 1 Tỷ 130 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Kia, máy xăng, 1.6, 639 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Peugeot, máy xăng, 1.6, 1 Tỷ 124 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.25, 435 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 42000, Mazda, máy xăng, 2.0, 620 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 50000, LandRover, máy xăng, 2.0, 1 Tỷ 850 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 55000, LandRover, máy dầu, 3.0, 3 Tỷ 680 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 24000, Hyundai, máy xăng, 2.4, 1 Tỷ 50 Triệu
2022, Xe mới, Bình Dương, Xe nhập khẩu, màu cam, số tự động, 0, Toyota, máy xăng, 1.5, 684 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 1.5, 761 Triệu
2022, Xe mới, Hưng Yên, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 2.5, 1 Tỷ 370 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Isuzu, máy dầu, 1.4, 830 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Ford, máy dầu, 2.2, 600 Triệu
2022, Xe mới, Ninh Bình, Xe lắp ráp trong nước, màu xanh, số tay, 0, Hyundai, máy dầu, 1.5, 828 Triệu
2022, Xe mới, An Giang, Xe nhập khẩu, màu xanh, số tự động, 0, Mazda, máy xăng, 1.5, 559 Triệu
2022, Xe mới, Hưng Yên, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Toyota, máy dầu, 3.0, 1 Tỷ 248 Triệu
2019, Xe cũ, Hà Nam, Xe lắp ráp trong nước, màu đỏ, số tự động, 5000, Hyundai, máy xăng, 2.0, 605 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 16000, Mercedes, máy xăng, 2.0, 1 Tỷ 720 Triệu
2021, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 1700, Lexus, máy xăng, 2.5, 2 Tỷ 620 Triệu
2019, Xe cũ, Bắc Ninh, Xe lắp ráp trong nước, màu xanh, số tự động, 51000, Mazda, máy xăng, 1.5, 585 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Kia, máy xăng, 1.5, 594 Triệu
2019, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 30000, Mercedes, máy xăng, 2.0, 1 Tỷ 639 Triệu
2018, Xe cũ, Phú Thọ, Xe nhập khẩu, màu xanh, số tự động, 24000, Ford, máy dầu, 2.2, 755 Triệu
2020, Xe mới, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 0, Isuzu, máy dầu, 1.9, 880 Triệu
2006, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 50000, Mercedes, máy xăng, 5.5, 620 Triệu
2020, Xe cũ, Cần Thơ, Xe nhập khẩu, màu nâu, số tự động, 39000, Toyota, máy xăng, 1.5, 625 Triệu
2021, Xe cũ, Sơn La, Xe lắp ráp trong nước, màu trắng, số tay, 19000, Hyundai, máy xăng, 1.4, 475 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 14000, Toyota, máy xăng, 2.5, 1 Tỷ 210 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 47000, Mercedes, máy xăng, 2.0, 1 Tỷ 80 Triệu
2007, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tay, 10000, Daewoo, máy xăng, 0.8, 65 Triệu
2022, Xe mới, Bình Định, Xe nhập khẩu, màu xanh, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 202 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 65000, Kia, máy xăng, 1.0, 265 Triệu
2020, Xe cũ, Phú Thọ, Xe lắp ráp trong nước, màu xanh, số tự động, 20000, Hyundai, máy xăng, 1.25, 385 Triệu
2019, Xe cũ, Vĩnh Phúc, Xe lắp ráp trong nước, màu nâu, số tay, 44000, Hyundai, máy xăng, 1.25, 325 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 17000, Mercedes, máy xăng, 2.0, 1 Tỷ 790 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tay, 0, Isuzu, máy dầu, 1.9, 779 Triệu
2021, Xe cũ, Phú Thọ, Xe lắp ráp trong nước, màu đen, số tự động, 10000, Toyota, máy xăng, 1.8, 750 Triệu
2014, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 36000, LandRover, máy xăng, 3.0, 3 Tỷ 550 Triệu
2019, Xe cũ, Thanh Hóa, Xe lắp ráp trong nước, màu đỏ, số tự động, 30000, Kia, máy xăng, 1.6, 535 Triệu
2021, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Hyundai, máy dầu, 1.6, 869 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 20000, Mercedes, máy xăng, 2.0, 1 Tỷ 999 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 0, BMW, máy xăng, 2.0, 2 Tỷ 359 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Isuzu, máy dầu, 1.9, 900 Triệu
2022, Xe mới, Tuyên Quang, Xe nhập khẩu, màu đen, số tự động, 0, Mitsubishi, máy dầu, 2.4, 780 Triệu
2004, Xe cũ, Cần Thơ, Xe lắp ráp trong nước, màu vàng, số tay, 123000, Mitsubishi, máy xăng, 2.0, 145 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 40000, Porsche, máy xăng, 3.0, 5 Tỷ 350 Triệu
2021, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Hyundai, máy dầu, 2.7, 599 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Hyundai, máy dầu, 2.2, 580 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 23000, Toyota, máy dầu, 2.4, 685 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Hyundai, máy xăng, 2.5, 1 Tỷ 30 Triệu
2013, Xe cũ, TP HCM, Xe nhập khẩu, màu bạc, số tự động, 50000, Bentley, máy xăng, 1.5, 11 Tỷ 850 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.8, 719 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tay, 0, Hyundai, máy dầu, 11.1, 2 Tỷ 350 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.4, 749 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, VinFast, máy xăng, 1.4, 383 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 42000, Kia, máy xăng, 2.4, 755 Triệu
2022, Xe mới, Bà Rịa Vũng Tàu, Xe nhập khẩu, màu trắng, số tay, 0, Suzuki, máy xăng, 1.5, 499 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu xám, số tự động, 0, BMW, máy xăng, 2.0, 3 Tỷ 389 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tay, 0, Hyundai, máy dầu, 1.4, 2 Tỷ 339 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 7000, Mercedes, máy xăng, 2.0, 1 Tỷ 589 Triệu
2016, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 76000, Ford, máy dầu, 2.2, 875 Triệu
2011, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tay, 130000, Kia, máy xăng, 2.0, 235 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 55000, Mercedes, máy xăng, 2.0, 1 Tỷ 299 Triệu
2019, Xe cũ, Quảng Bình, Xe nhập khẩu, màu đỏ, số tự động, 40, Chevrolet, máy dầu, 2.5, 650 Triệu
2005, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xám, số tay, 76000, Toyota, máy xăng, 4.5, 650 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 15000, BMW, máy xăng, 3.0, 6 Tỷ 350 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 38000, BMW, máy xăng, 2.0, 1 Tỷ 150 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 10000, Porsche, máy xăng, 3.0, 5 Tỷ 950 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 70000, Mazda, máy xăng, 2.0, 775 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 50000, BMW, máy xăng, 2.0, 1 Tỷ 180 Triệu
2012, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 10000, Nissan, máy dầu, 2.5, 395 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu vàng, số tự động, 0, Kia, máy xăng, 1.5, 624 Triệu
2021, Xe cũ, Quảng Ninh, Xe lắp ráp trong nước, màu trắng, số tự động, 9500, Peugeot, máy xăng, 1.6, 1 Tỷ 25 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 40000, Porsche, máy xăng, 2.0, 2 Tỷ 680 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tay, 50000, Chevrolet, máy xăng, 1.6, 315 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 50000, Kia, máy xăng, 2.4, 750 Triệu
2012, Xe cũ, Hà Giang, Xe lắp ráp trong nước, màu trắng, số tay, 15000, Hyundai, máy xăng, 1.6, 285 Triệu
2013, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 78000, Kia, máy xăng, 2.0, 360 Triệu
2011, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 60000, Toyota, máy xăng, 1.8, 435 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu ghi, số tự động, 112000, Mazda, máy xăng, 1.6, 295 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 70000, Volvo, máy xăng, 2.0, 2 Tỷ 720 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 50000, Toyota, máy xăng, 2.0, 460 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 50, Lexus, máy xăng, 3.5, 3 Tỷ 650 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 40000, Toyota, máy xăng, 1.5, 485 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 20000, LandRover, máy xăng, 3.0, 7 Tỷ 380 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 38000, Chevrolet, máy dầu, 2.5, 850 Triệu
2010, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 80000, Toyota, máy xăng, 3.5, 465 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 36000, Mercedes, máy xăng, 2.0, 1 Tỷ 779 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 30000, Porsche, máy xăng, 4.8, 6 Tỷ 500 Triệu
2011, Xe cũ, Ninh Bình, Xe lắp ráp trong nước, màu hồng, số tay, 125708, Ford, máy dầu, 2.5, 385 Triệu
2017, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu nâu, số tự động, 50000, Mercedes, máy xăng, 2.0, 950 Triệu
2018, Xe cũ, Ninh Bình, Xe lắp ráp trong nước, màu trắng, số tay, 512730, Hyundai, máy xăng, 1.4, 385 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy xăng, 1.4, 704 Triệu
2022, Xe mới, Tiền Giang, Xe lắp ráp trong nước, màu đen, số tay, 0, Kia, máy xăng, 2.0, 555 Triệu
2009, Xe cũ, Vĩnh Phúc, Xe lắp ráp trong nước, màu đen, số tự động, 96827, Toyota, máy xăng, 2.4, 420 Triệu
2015, Xe cũ, Cần Thơ, Xe nhập khẩu, màu trắng, số tự động, 98000, Mazda, máy dầu, 3.2, 530 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Ford, máy dầu, 2.2, 650 Triệu
2013, Xe cũ, Thái Nguyên, Xe nhập khẩu, màu xanh, số tự động, 96000, BMW, máy xăng, 3.0, 1 Tỷ 950 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Hyundai, máy xăng, 1.25, 430 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 45000, Mitsubishi, máy xăng, 1.5, 568 Triệu
2018, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 22000, Toyota, máy xăng, 2.0, 723 Triệu
2022, Xe mới, Đồng Nai, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Hyundai, máy xăng, 1.6, 1 Tỷ 20 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, MG, máy xăng, 1.5, 519 Triệu
2019, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 104000, Honda, máy xăng, 1.5, 484 Triệu
2022, Xe mới, Gia Lai, Xe lắp ráp trong nước, màu ghi, số tự động, 0, Toyota, máy dầu, 2.8, 1 Tỷ 425 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Kia, máy xăng, 1.6, 674 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 16000, Kia, máy xăng, 1.6, 615 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tay, 0, Suzuki, máy xăng, 1.0, 219 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 20000, Mazda, máy xăng, 2.0, 815 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tay, 0, Suzuki, máy xăng, 1.5, 279 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 26000, Mazda, máy xăng, 2.0, 865 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, xe hybrid, 1.8, 920 Triệu
2022, Xe mới, Hải Phòng, Xe nhập khẩu, màu đỏ, số tự động, 0, Mazda, máy xăng, 1.5, 613 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy xăng, 1.5, 624 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 60000, Mitsubishi, máy xăng, 2.0, 555 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, máy xăng, 1.8, 765 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 15000, Toyota, máy xăng, 1.5, 655 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 88000, Mercedes, máy xăng, 2.0, 1 Tỷ 95 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, BMW, máy xăng, 1.5, 1 Tỷ 814 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Kia, máy xăng, 1.4, 474 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Suzuki, máy xăng, 1.2, 530 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 60000, Toyota, máy xăng, 2.7, 695 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 26000, Lexus, máy xăng, 3.5, 3 Tỷ 250 Triệu
2007, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 60000, Honda, máy xăng, 2.0, 280 Triệu
